"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"7166","SPMINF","BE","SPML INFRA LIMITED",0.01,1,"","",0,2,"INE937A01023",85.65,16.75,599.5,3.05,"","","",0,0,0,87.35,83.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SPMLINFRA"
"7177","RATTRA","EQ","RATEGAIN TRAVEL TECHNOLOGIES",0.01,1,"","",0,1,"INE0CLI01024",733,262.95,733,235,"","","",0,0,0,785.25,523.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RATEGAIN"
"7179","SYNBN","EQ","SYNDICATE BANK",0.01,1,"","",0,10,"INE667A01018",46.6,12.55,180,8,"","","",0,0,0,18.15,12.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SYNDIBANK"
"7194","NUCHEM","BE","NUCHEM LTD",0.01,1,"","",0,10,"INE946A01016",6.95,1.9,37.75,0.9,"","","",0,0,0,2.15,1.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NUCHEM"
"7196","BHABO5","EQ","BHARAT BOND ETF APRIL 2032",0.01,1,"","",0,1000,"INF754K01OB1",1266,844,1266,844,"","","",0,0,0,1315.63,877.08,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BBETF0432"
"7200","SHRPRO","EQ","SHRIRAM PROPERTIES LIMITED",0.01,1,"","",0,10,"INE217L01019",129,53,129,53,"","","",0,0,0,146.75,97.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SHRIRAMPPS"
"7206","SREINF","BE","SREI INFRASTRUCTURE FINANCE LI",0.01,1,"","",0,10,"INE872A01014",5.6,1.85,161.89,1.85,"","","",0,0,0,2.2,2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SREINFRA"
"7208","717A28","GS","7.17% G-SEC. 8 JAN 28",0.01,1,"","",0,100,"IN0020170174",0,0,115,88.17,"","","",0,0,0,106.74,96.57,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","717GS2028"
"7211","JETFRE","EQ","JET FREIGHT LOGISTICS LIMITED",0.01,1,"","",0,5,"INE982V01025",22.7,9.2,40.72,5.14,"","","",0,0,0,12.9,10.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JETFREIGHT"
"7214","737D23","GS","7.37% G-SEC. 16 APR 23",0.01,1,"","",0,100,"IN0020180025",0,0,113,87,"","","",0,0,0,102.9,93.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","737GS2023"
"7218","SBIQUA","EQ","SBI ETF QUALITY MF",0.01,1,"","",0,10,"INF200KA1WX6",185.71,142.85,185.71,73.2,"","","",0,0,0,222.06,148.04,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SBIETFQLTY"
"722","SBIEPB","EQ","SBI ETF PRIVATE BANK",0.01,1,"","",0,10,"INF200KA1S22",247.16,197,250,130.6,"","","",0,0,0,294.18,196.12,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SBIETFPB"
"7227","CEINFO","EQ","CEINFO SYSTEMS LTD MAPMYINDIA",0.01,1,"","",0,2,"INE0BV301023",2343.95,984.05,2343.95,984.05,"","","",0,0,0,2658.1,1772.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MAPMYINDIA"
"7229","HCLTEC","EQ","HCL TECHNOLOGIES LIMITED",0.01,1,"","",0,2,"INE860A01027",1350,1011.5,1377.75,12.9,"","","",0,0,0,1460.8,1195.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HCLTECH"
"724","TATCO","EQ","TATA COFFEE LTD",0.01,1,"","",0,1,"INE493A01027",286.3,198.85,286.3,4.47,"","","",0,0,0,341.7,227.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TATACOFFEE"
"7240","JCTIND","BE","JCT LTD",0.01,1,"","",0,2.5,"INE945A01026",0,0,83,2,"","","",0,0,0,3.2,2.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JCT"
"7242","METBRA","EQ","METRO BRANDS LIMITED",0.01,1,"","",0,5,"INE317I01021",1441.2,736.05,1441.2,426,"","","",0,0,0,1617.35,1078.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","METROBRAND"
"7247","EUPLAB","BE","EUPHARMA LABS LTD",0.01,1,"","",0,10,"INE909A01014",0,0,101,2.5,"","","",0,0,0,3.75,2.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EUPHARMLAB"
"7248","LYKLAB","BE","LYKA LABS LTD",0.01,1,"","",0,10,"INE933A01014",155.9,88.5,267,8.15,"","","",0,0,0,130.1,117.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LYKALABS"
"7254","MEDHEA","EQ","MEDPLUS HEALTH SERVICES",0.01,1,"","",0,2,"INE804L01022",978,597.7,1343,548.25,"","","",0,0,0,888.65,592.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MEDPLUS"
"727","CONCON","EQ","CONTINENTAL CONSTRUCTIONS",0.01,1,"","",0,10,"INE970B01014",0,0,19.25,2,"","","",0,0,0,6.65,4.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CONTNLCONS"
"7276","UDACEM","EQ","UDAIPUR CEMENT WORKS LIMITED",0.01,1,"","",0,4,"INE225C01029",37.65,21.47,37.65,0.82,"","","",0,0,0,38.1,25.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","UDAICEMENT"
"7287","JTLINF","EQ","JTL INDUSTRIES LIMITED",0.01,1,"","",0,2,"INE391J01024",251.6,141,251.6,83,"","","",0,0,0,245.55,163.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JTLIND"
"7289","INDORG","BE","FUTURA POLYESTERS LTD",0.01,1,"","",0,10,"INE564A01017",0,0,85,2,"","","",0,0,0,4.9,3.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INDIANORG"
"7306","VISINF","BE","VISESH INFOTECNICS LIMITED",0.01,1,"","",0,1,"INE861A01058",0.65,0.35,22.97,0.05,"","","",0,0,0,0.45,0.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VISESHINFO"
"7316","ASSCOM","BE","ASSAM COMPANY (INDIA) LIMITED",0.01,1,"","",0,1,"INE442A01024",2.9,0.4,136,0.4,"","","",0,0,0,0.65,0.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ASSAMCO"
"7325","DCMSI","EQ","DCM SHRIRAM INDUSTRIES LTD",0.01,1,"","",0,2,"INE843D01027",172.45,59,172.45,3.1,"","","",0,0,0,174.05,142.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DCMSRIND"
"7331","EURPAN","SM","EURO PANEL PRODUCTS LIMITED",0.01,1,"","",0,10,"INE505V01016",0,0,200,67.85,"","","",0,0,0,220.8,147.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EUROBOND"
"7339","BIRNEX","EQ","ADITYA BIR SUNLIF NIF NXT50ETF",0.01,1,"","",0,10,"INF209KB16D7",56.04,37.52,0,0,"","","",0,0,0,62.49,41.66,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ABSLNN50ET"
"7353","SBIN50","EQ","SBI-ETF NIFTY NEXT 50",0.01,1,"","",0,10,"INF200KA1598",536.4,385.13,536.4,155.01,"","","",0,0,0,637.12,424.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SETFNN50"
"7355","WELIN","EQ","WELLWIN INDUSTRY",0.01,1,"","",0,10,"INE752A01018",12,2.2,287,2.2,"","","",0,0,0,2.6,1.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","WELLWININD"
"7358","DATPAT","EQ","DATA PATTERNS INDIA LIMITED",0.01,1,"","",0,2,"INE0IX101010",2485,996.35,2485,575,"","","",0,0,0,2427,1618,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DATAPATTNS"
"736","CORHEA","EQ","CORE HEALTHCARE LTD",0.01,1,"","",0,10,"INE494A01017",30.7,6.7,372.5,3,"","","",0,0,0,10.6,7.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","COREPARENT"
"7361","SBIBAN","EQ","SBI-ETF NIFTY BANK",0.01,1,"","",0,10,"INF200KA1580",477,388.5,477,137,"","","",0,0,0,568.11,378.74,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SETFNIFBK"
"7374","STRSHA","EQ","STRIDES PHARMA SCIENCE LTD",0.01,1,"","",0,10,"INE939A01011",549,268.15,1414,43.5,"","","",0,0,0,583.35,388.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","STAR"
"7376","HPADHE","EQ","HP ADHESIVES LIMITED",0.01,1,"","",0,2,"INE0GSL01024",109.3,61.8,109.3,61.8,"","","",0,0,0,124.25,82.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HPAL"
"7385","FOCIN","SM","FOCE INDIA LIMITED",0.01,1,"","",0,10,"INE0I7D01019",0,0,925,185.1,"","","",0,0,0,1054.8,703.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FOCE"
"739","CORINT","EQ","COROMANDEL INTERNATIONAL LIMIT",0.01,1,"","",0,1,"INE169A01031",1251.3,838,1251.3,2,"","","",0,0,0,1364.6,1116.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","COROMANDEL"
"7390","SUPLIF","EQ","SUPRIYA LIFESCIENCE LIMITED",0.01,1,"","",0,2,"INE07RO01027",310.6,170.15,601.9,170.15,"","","",0,0,0,330.7,220.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SUPRIYA"
"740","SBIEIT","EQ","SBI ETF IT",0.01,1,"","",0,10,"INF200KA1S14",353,276.25,428.7,201.2,"","","",0,0,0,418.08,278.72,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SBIETFIT"
"7401","RAJEXP","EQ","RAJESH EXPORTS LIMITED",0.01,1,"","",0,1,"INE343B01030",1029.7,334.05,1029.7,1.7,"","","",0,0,0,425.4,283.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RAJESHEXPO"
"7406","GLEPHA","EQ","GLENMARK PHARMACEUTICALS LTD",0.01,1,"","",0,1,"INE935A01035",880,369.05,1262.9,4.53,"","","",0,0,0,904.05,739.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GLENMARK"
"7411","NILSPA","EQ","NILA SPACES LIMITED",0.01,1,"","",0,10,"INE00S901012",4.9,2.45,6.4,0.45,"","","",0,0,0,4.25,2.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NILASPACES"
"7412","KOTN50","EQ","KOTAK NIFTY ALPHA 50 ETF",0.01,1,"","",0,10,"INF174KA1IA5",40.5,24.19,41,24.19,"","","",0,0,0,47.18,31.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KOTAKALPHA"
"7417","MANCOA","BE","MANAKSIA COATED METALS & IND",0.01,1,"","",0,1,"INE830Q01018",33.1,13.9,62.55,2.3,"","","",0,0,0,32.1,29.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MANAKCOAT"
